titulo,descricao,formacao
"2618-05 Fotógrafo - Fotógrafo científico; Fotógrafo de aerofotografia; Fotógrafo de 
arquitetura; Fotógrafo de foto submarina; Fotógrafo de sensoriamento remoto; Fotó­
grafo documentarista; Fotógrafo industrial.
2618-10 Fotógrafo publicitário
2618-15 Fotógrafo retratista - Fotógrafo social; Retratista.
2618-20 Repóter fotográfico - Fotojornalista.","Criam imagens fotográficas de acontecimentos, pessoas, paisagens, objetos e outros 
temas, em branco e preto ou coloridas, utilizando câmeras fixas (de película ou digitais) 
e diversos acessórios. Escolhem tema ou assunto da fotografia ou atendem a deman­
das de clientes ou empregadores, segundo objetivos artísticos, jornalísticos, comerciais, 
industriais, científicos, etc. Podem revelar e retocar negativos de filmes, tirar, ampliar 
e retocar cópias, criar efeitos gráficos em imagens obtidas por processos digitais e 
reproduzi-las sobre papel ou outro suporte. Podem dirigir estúdio fotográfico ou loja 
de material de fotografia.","O aprendizado das ocupações da família pode se dar na prática e também por intermé­
dio do ensino superior completo na área, conforme a ocupação em questão. O pleno 
desempenho das atividades ocorre, no mínimo, após três anos de experiência."
"2621-05 Produtor cultural - Empresário de espetáculo, tecnólogo em produção 
cultural.
2621-10 Produtor cinematográfico - Produtor de imagem (cinema); Produtor de 
som (cinema).
2621-15 Produtor de rádio - Produtor de som (rádio).
2621-20 Produtor de teatro - Produtor de som (teatro).
2621-25 Produtor de televisão - Produtor de imagem (televisão); Produtor de pro­
grama; Produtor de som (televisão).
2621-30 Tecnólogo em produção fonográfica - Tecnólogo em produção de mú­
sica eletrônica; Tecnólogo em produção musical.
2621-35 Tecnólogo em produção audiovisual - Tecnólogo em produção audiovi­
sual (cinema e vídeo); Tecnólogo em produção audiovisual(rádio e TV); Tecnólogo em 
produção multimídia.","Implementam projetos de produção de espetáculos artísticos e culturais (teatro, dança, 
ópera, exposições e outros), audiovisuais (cinema, vídeo, televisão, rádio e produção 
musical) e multimídia. Para tanto criam propostas, realizam a pré-produção e finaliza­
ção dos projetos, gerindo os recursos financeiros disponíveis para o mesmo.","Essas ocupações não demandam nível de escolaridade determinado para seu desempenho, 
sendo possível que sua aprendizagem ocorra na prática. Seguindo a tendência de profis­
sionalização que vem ocorrendo na área das artes, contudo, pode-se afirmar que, cada vez 
mais será desejável que os profissionais apresentem escolaridade de nível superior."
"2622-05 Diretor de cinema - assistente de direção de cinema; Cineasta; Diretor 
cinematográfico; Diretor de estúdio cinematográfico.
2622-10 Diretor de programas de rádio
2622-15 Diretor de programas de televisão - assistente de direção de teatro.
2622-20 Diretor teatral - assistente de direção; Diretor circense; Diretor de produção. 
Diretor de televisão; Encenador teatral; Ensaiador de teatro; Gerente de arte teatral.","Os diretores de cinema, teatro, televisão e rádio dirigem, criando, coordenando, super­
visionando e avaliando aspectos artísticos, técnicos e financeiros referentes a realiza­
ção de filmes, peças de teatro, espetáculos de dança, ópera e musicais, programas de 
televisão e rádio, vídeos, multimídia e peças publicitárias.","O exercício das ocupações da família requer formação inicial equivalente ao superior 
completo. O exercício pleno das atividades demanda pelo menos cinco anos de ex­
periência, uma vez que a expertise esperada advém da prática repetida."
"2623-05 Cenógrafo carnavalesco e festas populares
2623-10 Cenógrafo de cinema
2623-15 Cenógrafo de eventos
2623-20 Cenógrafo de teatro
2623-25 Cenógrafo de TV
2623-30 Diretor de arte","Formulam conceito artístico da cenografia, pesquisando a obra artística, seu contexto 
histórico, perfil das personagens, autor e conteúdo possibilitando a compreensão do 
texto, dar corpo às palavras no espaço e no tempo e criar ambientes e atmosferas que 
valorizam e enfatizam a concepção cênica; elaboram projeto cenográfico a partir de 
estudos preliminares do espaço cênico, viabilidade na utilização de materiais e ajustes 
com equipes (artística, técnica e de produção) e acompanham sua concretização, co­
ordenando e supervisionando equipes de cenotécnica,  produção cenográfica e outras 
equipes envolvidas na montagem da cenografia; reelaboram projeto cenográfico para 
adaptar cenografia a novos lugares e espaços.","O exercício dessas ocupações requer curso superior completo ou experiência equiva­
lente (cenógrafo carnavalesco e festas populares). O exercício pleno das atividades 
ocorre após cinco anos (diretor de arte), três a quatro anos para as demais ocupações 
(exceto cenógrafo carnavalesco). Para o cenógrafo carnavalesco sem formação univer­
sitária requer-se curso básico profissionalizante de duzentas horas/aula."
"2624-05 Artista (artes visuais) - Aquarelista; Artesão (artista visual); Artista plás­
tico; Caricaturista; Cartunista; Ceramista (artes visuais); Chargista; Escultor; Grafiteiro 
(artes visuais); Gravador (artes visuais); Ilustrador (artes visuais); Pintor (artes visuais).
2624-10 Desenhista industrial gráfico (designer gráfico) - Desenhista de edito­
rial; Desenhista de identidade visual; Desenhista de páginas da internet (web designer); 
Desenhista gráfico de embalagem; Desenhista gráfico de sinalização; Desenhista gráfi­
co de superfície; Desenhista gráfico promocional; Tecnólogo em design gráfico.
2624-15 Conservador-restaurador de bens  culturais - Restaurador de obras de arte.
2624-20 Desenhista industrial de produto (designer de produto) - Desenhista 
de produto (artigos esportivos); Desenhista de produto (brinquedos); Desenhista de 
produto (construção civil); Desenhista de produto (cuidados pessoais); Desenhista de 
produto (eletroeletrônicos e eletrodomésticos); Desenhista de produto (embalagem); 
Desenhista de produto (iluminação); Desenhista de produto (jóias); Desenhista de 
produto (máquinas e equipamentos); Desenhista de produto (material promocional); 
Desenhista de produto (mobiliário); Desenhista de produto (transporte); Desenhista de 
produto (utensílios domésticos e escritório); Tecnólogo em design de jóias; Tecnólogo 
em design de móveis; Tecnólogo em design de produtos.
2624-25 Desenhista industrial de produto de moda (designer de moda) - 
Desenhista industrial de acessórios; Desenhista industrial de calçados; Desenhista in­
dustrial têxtil; Estilista de moda; Tecnólogo em design de moda.","Concebem e desenvolvem obras de arte e projetos de design, elaboram e executam 
projetos de restauração e conservação preventiva de bens culturais móveis e integra­
dos. Para tanto realizam pesquisas, elaboram propostas e divulgam suas obras de arte, 
produtos e serviços.","A formação requerida para os desenhistas industriais de produto, gráficos e de produto 
de moda, também conhecidos como designers, é o curso superior de Tecnologia na 
área ou bacharelado. No caso dos artistas visuais e dos conservadores-restauradores, a 
escolaridade não é requisito imprescindível. Há também profissionais de notório saber. 
Registra-se tendência de profissionalização na área das artes, sendo desejável qualifi­
cação formal ou informal. O desempenho pleno das atividades, para os artistas visuais, 
conservadores-restauradores, desenhistas industriais de produto e desenhistas indus­
triais gráficos, ocorre com cinco anos de experiência profissional, enquanto que  para 
os desenhistas industriais de produto de moda  ocorre entre três e quatro anos.
406
CÓDIGO 2624"
"2625-05 Ator - Artista de cinema; Artista de rádio; Artista de teatro; Artista de televi­
são; Artista dramático; Ator bonequeiro; Ator de cinema; Ator de rádio; Ator de teatro; 
Ator de televisão; Ator dramático; Ator dublador; Coadjuvante (artístico); Comediante; 
Contador de história; Declamador; Figurante; Humorista; Mímico; Radioator; Teleator; 
Teleatriz; Vedete.","Interpretam e representam um personagem, uma situação ou idéia, diante de um 
público ou diante das câmeras e microfones, a partir de improvisação ou de um su­
porte de criação (texto, cenário, tema, etc) e com o auxílio de técnicas de expressão 
gestual e vocal.","Não há exigência de escolaridade determinada para o desempenho da ocupação. 
Atualmente, seguindo tendência à profissionalização na área das artes, é desejável 
que a sua formação mínima se dê por meio de cursos profissionalizantes de  teatro, 
com carga horária entre duzentas e quatrocentas horas. É na prática, junto com 
um grupo com o qual possa trocar experiências, exercitando o trabalho, que o ator 
completa sua formação."
"2626-05 Compositor - Autor de música; Compositor de música.
2626-10 Músico arranjador - Orquestrador.
2626-15 Músico regente - Auxiliar de maestro; Diretor regente de bateria; Diretor 
regente musical; Instrutor de banda; Instrutor de fanfarra; Maestro; Maestro correpetidor; 
Maestro de banda; Mestre de banda; Mestre de bateria; Regente assistente; Regente 
auxiliar; Regente de banda; Regente de coral; Regente de orquestra; Regente interno.
2626-20 musicólogo - Historiador em música; Pesquisador em música.","Compõem e arranjam obras musicais, regem e dirigem grupos vocais, instrumentais ou 
eventos musicais. Estudam, pesquisam e ensinam música. Editoram partituras, elabo­
ram textos e prestam consultoria na área musical.","As ocupações da família requerem formação específica na área, seja ela formal (con­
servatórios, ensino superior, etc) ou informal (estudo com profissionais de renome, por 
exemplo). O exercício pleno das atividades requer experiência superior a cinco anos."
"2627-05 Músico intérprete cantor - Músico intérprete cantor erudito; Músico in­
térprete cantor popular.
2627-10 Músico intérprete instrumentista - Músico intérprete instrumentista 
erudito; Músico intérprete instrumentista popular; Repentista.","Interpretam músicas por meio de instrumentos ou voz, em público ou em estúdios de 
gravação e para tanto aperfeiçoam e atualizam as qualidades técnicas de execução e 
interpretação, pesquisam e criam propostas no campo musical.","O processo de formação dos músicos e intérpretes  é bastante heterogêneo, podendo 
ocorrer em conservatórios musicais, junto a professores especialistas ou em cursos de 
nível superior em música, de forma isolada ou cumulativamente. Há, também, profis­
sionais autodidatas, alguns dos quais se especializam no exercício das suas atividades, 
no mercado de trabalho."
"2628-05 Assistente de coreografia
2628-10 Bailarino (exceto danças populares) - Bailarino criador; Bailarino 
intérprete; Dançarino.
2628-15 Coreógrafo - Bailarino coreógrafo; Coreógrafo bailarino.
2628-20 Dramaturgo de dança
2628-25 Ensaiador de dança
2628-30 Professor de dança - Maître de ballet.","Concebem e concretizam projeto cênico em dança, realizando montagens de obras 
coreográficas; executam apresentações públicas de dança e, para tanto, preparam o corpo, 
pesquisam movimentos, gestos, dança, e ensaiam coreografias. Podem ensinar dança.","O exercício das ocupações da família não exige escolaridade formal determinada, 
embora siga-se a tendência que vem ocorrendo no mundo das artes em geral, rumo à 
profissionalização. Nesse sentido, torna-se cada vez mais desejável que o profissional 
tenha curso superior na área. Para o exercício pleno das atividades requer-se mais de 
cinco anos de experiência."
"2629-05 Decorador de interiores de nível superior - Ambientador; Decorador de 
interiores; Designers de ambientes; Designers de interiores; Planejador de interiores.","Projetam e executam de forma criativa e científica soluções para espaços interiores 
residenciais, comerciais e institucionais, visando a estética, a eficiência, a segurança, a 
saúde e o conforto. Pesquisam produtos, materiais e equipamentos para elaboração e 
execução de projetos de interiores.","Essa ocupação é exercida por profissional de nível superior nas áreas de Arquite­
tura e Decoração."
"2631-05 Ministro de culto religioso - Abade; Abadessa; Administrador apostó­
lico; Administrador paroquial; Agaipi; Agbagigan; Agente de pastoral; Agonjaí; Ala­
bê; Alapini; Alayan; Ancião; Apóstolo; Arcebispo; Arcipreste; Axogum; Babá de um­
banda; Babakekerê; Babalawô; Babalorixá; Babalossain; Babaojé; Bikkhu; Bikkuni; 
Bispo; Bispo auxiliar; Bispo coadjutor; Bispo emérito; Cambono ; Capelão; Cardeal; 
Catequista; Clérigo; Cônega; Cônego; Confessor; Cura; Curimbeiro; Dabôce; Dada 
voduno; Dáia; Daiosho; Deré; Diácono; Diácono permanente; Dirigente espiritual de 
umbanda; Dom; Doné; Doté; Egbonmi; Ekêdi; Episcopiza; Evangelista; Frade; Frei; 
Freira; Gaiaku; Gãtó; Gheshe; Humbono; Hunjaí; Huntó; Instrutor de curimba; Instru­
tor leigo de meditação budista; Irmã; Irmão; Iyakekerê; Iyalorixá; Iyamorô; Iyawo; Iza­
dioncoé; Kambondo pokó; Kantoku (diretor de missão); Kunhã-karaí; Kyôshi (mestre); 
Lama budista tibetano; Madre superiora; Madrinha de umbanda; Mameto ndenge; 
Mameto nkisi; Mejitó; Meôncia; Metropolita; Ministro da eucaristia; Ministro das 
ezéquias; Monge; Monge budista; Monge oficial responsável por templo budista 
(Jushoku); Monsenhor; Mosoyoyó; Muézin; Muzenza; Nhanderú arandú; Nisosan; 
Nochê; Noviço ; Oboosan; Olorixá; Osho; Padre; Padrinho de umbanda; Pagé; Pároco; 
Pastor evangélico; Pegigan; Pontífice; Pope; Prelado; Presbítero; Primaz; Prior; Prio­
ressa; Rabino; Reitor; Religiosa; Religioso leigo; Reverendo; Rimban (reitor de templo 
provincial); Roshi; Sacerdote; Sacerdotisa; Seminarista; Sheikh; Sóchó (superior de 
missão); Sokan; Superintendente de culto religioso; Superior de culto religioso; Supe­
rior geral; Superiora de culto religioso; Swami; Tata kisaba; Tata nkisi; Tateto ndenge; 
Testemunha qualificada do matrimônio; Toy hunji; Toy vodunnon; Upasaka; Upasika; 
Vigário; Voduno ( ministro de culto religioso); Vodunsi (ministro de culto religioso); 
Vodunsi poncilê (ministro de culto religioso); Xeramõe (ministro de culto religioso); 
Xondaria (ministro de culto religioso); Xondáro (ministro de culto religioso); Ywyrájá 
(ministro de culto religioso).
2631-10 Missionário - Bikku - bikkhuni; Jushoku; Kaikyôshi; Lama tibetano; Mis­
sionário leigo ; Missionário religioso ; Missionário sacerdote; Obreiro bíblico ; Pastor; 
Pastor evangelista; Sóchó; Swami (missionário); Zenji (missionário).
2631-15 Teólogo - Agbá; Álim; Bokonô; Cádi; Consagrado ; Conselheiro correi­
cional eclesiástico; Conselheiro do tribunal eclesiástico; Especialista em história da 
tradição, doutrina e textos sagrados; Exegeta; Imã; Juiz do tribunal eclesiástico; Leigo 
consagrado ; Mufti; Obá; Teóloga.","Realizam liturgias, celebrações, cultos e ritos; dirigem e administram comunidades; 
formam pessoas segundo preceitos religiosos das diferentes tradições; orientam 
pessoas; realizam ação social na comunidade; pesquisam a doutrina religiosa; 
transmitem ensinamentos religiosos; praticam vida contemplativa e meditativa; 
preservam a tradição e, para isso, é essencial o exercício contínuo de competências 
pessoais específicas.
420
CÓDIGO 2631
	
ORMAÇÃO E EXPERIÊNCIA
Nesta família ocupacional a formação depende da tradição religiosa e da ocupação. 
Naquelas tradições de transmissão oral, como as afro-brasileiras e indígenas, as ocu­
pações não requerem nível especial de escolaridade formal. Já nas tradições baseadas 
em textos escritos, é desejável que ministros(as) de culto e missionários(as) tenham 
o superior completo. No caso dos(as) teólogos(as), é esperado que tenham formação 
superior em Teologia; não é incomum entre eles, porém, a presença de títulos de pós-
graduação ou cursos equivalentes. Ascender a níveis superiores de estudo pode facilitar 
também a progressão das outras duas ocupações na carreira eclesiástica. Qualquer 
que seja a tradição religiosa, contudo, tanto ou mais que a formação, contam a fé e o 
chamamento individual para o serviço do divino. 
	
CONDIÇÕES GERAIS DE EXERCÍCIO
Os profissionais podem desenvolver suas atividades como consagrados ou leigos, de 
forma profissional ou voluntária, em templos, igrejas, sinagogas, mosteiros, casas de 
santo e terreiros, aldeias indígenas, casas de culto, etc. Também estão presentes em 
universidades e escolas, centros de pesquisa, sociedades beneficentes e associações 
religiosas, organizações não-governamentais, instituições públicas e privadas. Uma 
parte de suas práticas tem caráter subjetivo e pessoal e é desenvolvida individualmente, 
como a oração e as atividades meditativas e contemplativas ; outra parte se dá em gru­
po, como a realização de celebrações, cultos, etc. Nos últimos anos, em várias tradições, 
tem havido um movimento na direção da profissionalização dessas ocupações, para 
que  possam se dedicar exclusivamente às tarefas religiosas em suas comunidades. 
Nesses casos, os profissionais são por elas mantidos.  
	
CÓDIGO INTERNACIONAL CIUO 88
2460 - Sacerdotes de distintas religiones.
	
RECURSOS DE TRABALHO
Animais; Bíblia; Incenso, velas e imagens; Instrumentos musicais (tambores, cabaças, 
sinos); Mbaraká mirim (chocalho); Pão, vinho, água, óleo, alimentos; Paramentos, há­
bitos, estola; Sagrado Alcorão; Seiten (livro sagrado budista); Textos (sutras, conciliares, 
da patrística, etc.).
	
PARTICIPANTES DA DESCRIÇÃOCÓDIGO 2631
Jorge Nogueira Salvador
José Fernandes Soares Karaí Poty
José Oscar Beozzo
José Valério Lopes dos Santos
Monja Coen - Cláudia Dias Batista de Souza
Mustafa Chukri Ismail Ali
Nelson Luiz Campos Leite
Nilva Teresinha Fernandes
Paulo Fernando Carneiro de Andrade
Ricardo Mario Gonçalves (Shakuriman)
Salaheddine Ahmad Sleiman
Samir El Hayek
Santa Fernandes Soares Keretxú
Sheikh Muhammad Ragip
Instituições
Arquidiocese de Campinas - SP
Assoc. Religiosa Nambei Honganji Brasil Betsuin
Associação Paulista Central da I. A. S. D.
Autônomo
Ayé Ile Oba
Centroecumênico Serv. à Evangelização e Educ. Pop
Comunidade Evangélica Apostólica
Comunidade Vida
Conselho Administrativo Ortodoxo de Sp
E. E. Dep. Cândido Sampaio
Ile Leviwyato - Templo de Culto a Orixá
Instituto Metodista de Ensino Superior
Instituto Nac. da Tradição e Cultura Afro-bras.
Marsam Editora Jornalística
PUC - Campinas
PUC - rio
Secretaria Estadual de Educação
Sociedade Educadora São Francisco Xavier
Soto Shu (Zen Budismo com Sede no Japão)
Top Cozinhas
Instituição Conveniada Responsável
Fundação de Desenvolvimento da Unicamp - Funcamp
423
CÓDIGO 2711
CHEFES 
DE COZINHA E AFINS
	
TÍTULO
2711-05 Chefe de cozinha - Chefe executivo de cozinha; Encarregado de cozinha; 
Subchefe de cozinha; Supervisor de cozinha.
2711-10 Tecnólogo em gastronomia - gastrólogo.
	
DESCRIÇÃO SUMÁRIA
Criam e elaboram pratos e cardápios, atuando direta e indiretamente na preparação 
dos alimentos. Gerenciam brigada de cozinha e planejam as rotinas de trabalho. Po­
dem gerenciar, ainda, os estoques e atuar na capacitação de funcionários.","O exercício dessas ocupações requer ensino médio completo ou curso superior de tec­
nologia, podendo seguir cursos de especialização que variam de duzentas a quatrocen­
tas horas. Os profissionais dessa família ocupacional costumam, por sua experiência, 
atingir a mais alta posição em sua estrutura de trabalho. O pleno desempenho das 
atividades ocorre entre três ou quatro anos de exercício profissional, para o chefe de 
cozinha. Já os tecnólogos em gastronomia não necessitam de nenhuma experiência 
profissional prévia para exercer suas atividades."
"2711-05 Chefe de cozinha - Chefe executivo de cozinha; Encarregado de cozinha; 
Subchefe de cozinha; Supervisor de cozinha.
2711-10 Tecnólogo em gastronomia - gastrólogo.","Auxiliam os engenheiros em projetos, programas, controle, instalação e manutenção 
de sistemas de automação. Analisam especificações para aquisição de componentes e 
equipamentos. Atuam em equipe, podendo coordená-la.","O acesso ao trabalho dessas ocupações ocorre por meio de curso técnico de nível mé-
dio específico de mecatrônica ou formações afins como automação industrial, robótica, 
mecânica, eletrônica, eletromecânica ou técnico em manutenção, seguidas de espe-
cializações complementares e atualização contínuas, por tratar-se de área profissional 
em que o ritmo das inovações tecnológicas é acelerado. A atuação como técnico titular 
ocorre normalmente com um ano de experiência na área, trabalhando sob supervisão 
de profissionais mais experientes."
"3001-05 Técnico em mecatrônica - automação da manufatura - Técnico em 
automação industrial; Técnico em manutenção mecatrônica.
3001-10 Técnico em mecatrônica - robótica","Planejam, executam e participam da elaboração de projetos eletromecânicos de má-
quinas, equipamentos e instalações. Usinam peças e interpretam esquemas de monta-
gem e desenhos técnicos. Montam máquinas; fazem entrega técnica e realizam manu-
tenção eletromecânica de máquinas, equipamentos e instalações. Podem coordenar e 
liderar equipes de trabalho.","Essas ocupações são exercidas por trabalhadores com formação técnica de nível médio 
na área de eletromecânica e, também, por técnicos em mecânica, elétrica ou eletrônica, 
desde que possuam noções da área complementar. O exercício como titular da ocupa-
ção ocorre, normalmente, depois de três a quatro anos de experiência."
"3003-05 Técnico em eletromecânica - Auxiliar técnico de instalações eletromecâ-
nicas; Reparador de equipamentos elétricos e eletrônicos.","Executam ensaios físicos, químicos, metalográficos e biológicos. Garantem a calibração 
dos equipamentos e realizam amostragem de materiais. Trabalham segundo normas 
de segurança, saúde e meio ambiente. Controlam a qualidade. Participam do sistema 
da qualidade da empresa e no desenvolvimento de novos produtos e fornecedores. 
Colaboram no desenvolvimento de metodologias de análises.","Essas ocupações são exercidas por trabalhadores com formação técnica de ensino 
médio na área de atuação. O exercício pleno das ocupações se dá após três a quatro 
anos de experiência."
"3011-05 Técnico de laboratório industrial - Auxiliar de laboratorista (indús-
tria); Laboratorista - exclusive análises clínicas; Laboratorista de ensaios mecânicos; 
Laboratorista de ensaios químicos; Laboratorista industrial; Laboratorista químico; 
Laboratorista têxtil.
3011-10 Técnico de laboratório de análises físico-químicas (materiais de 
construção) - Analista de areias em fundição; Auxiliar de laboratorista de solo; 
Auxiliar de laboratorista de solos e de concreto; Laboratorista de concreto; Labora-
torista de ensaios de areia de fundição; Laboratorista de materiais de construção; 
Laboratorista de solos; Laboratorista (ensaios de areia); Laboratorista (solos e mate-
riais de construção).
3011-15 Técnico químico de petróleo - Analista de laboratório químico (petró-
leo); Analista químico (petróleo); Técnico de análise de óleos e graxas; Técnico de 
laboratório de análises físico-químicas (petróleo).","Desenvolvem técnicas aplicadas a bioengenharia; testam biomateriais; providenciam 
material e auxiliam pesquisas aplicadas à bioengenharia; realizam manutenção, em 
terceiro nível, de equipamentos de bioengenharia e médico-hospitalares; elaboram 
manuais de orientação e treinam profissionais iniciantes e usuários.","O exercício dessa ocupação requer curso técnico de nível médio em eletrônica ou me-
cânica e áreas correlata. O desempenho pleno das atividades profissionais ocorre no 
período de três a quatro anos de experiência."
3012-05 Técnico de apoio à bioengenharia,"Executam ensaios físico-químicos, participam do desenvolvimento de produtos e processos, 
da definição ou reestruturação das instalações industriais; supervisionam operação de pro-
cessos químicos e operações unitárias de laboratório e de produção, operam máquinas e/ou 
equipamentos e instalações produtivas, em conformidade com as normas de qualidade, de 
boas práticas de manufatura, de biossegurança e controle do meio ambiente. Interpretam 
manuais, elaboram documentação técnica rotineira e de registros legais. Podem ministrar 
programas de ações educativas e prestar assistência técnica. Todas as atividades são desen-
volvidas conforme os limites de responsabilidade técnica previstos em lei.","Para o exercício dessas ocupações requer-se formação técnica profissionalizante de nível 
médio em habilitações como técnico em química, técnico em celulose e papel, técnico 
químico em curtimento e couro e outros cursos afins, com núcleo formativo em quími-
ca e registro profissional no conselho competente. A formação generalista é mesclada 
com um enfoque especialista no qual o técnico se especializa no processo em que atua. 
Requer-se raciocínio sintético e analítico com competência para intervenções rápidas e 
apropriadas para o seu dia-a-dia no trabalho, principalmente em situações de risco. A 
atuação como técnico titular demanda, pelo menos, um ano de experiência na área."
"3111-05 Técnico químico - Analista de laboratório químico; Analista de produtos 
químicos; Analista de tratamento de água; Analista químico; Técnico de análise quí-
mica; Técnico de ciências químicas; Técnico de desenvolvimento de análise química; 
Técnico de indústria química; Técnico de laboratório - exclusive análises clínicas; Téc-
nico de laboratório de água e esgotos; Técnico de sistema de tratamento de água; 
Técnico químico - exclusive análises químicas; Técnico químico industrial.
3111-10 Técnico de celulose e papel
3111-15 Técnico em curtimento - Técnico químico em couro; Técnico químico em 
curtimento.","Programam atividades e coordenam processos de produção petroquímica. Controlam a 
qualidade de insumos e produtos. Analisam dados estatísticos do processo produtivo; 
interpretam laudos de análises químicas e identificam produtos e insumos. Mantêm 
equipamentos e materiais em condições operacionais e coordenam equipe de trabalho. 
Trabalham conforme normas e procedimentos técnicos de qualidade, de segurança, de 
preservação ambiental e saúde.","Essas ocupações são exercidas por profissionais com formação técnica de nível médio 
em controle de processos de produção química e/ou petroquímica e refinaria ou em 
áreas afins. A atuação como técnico titular ocorre com pelo menos cinco anos de ex-
periência na área."
"3112-05 Técnico em petroquímica - Técnico de indústria  petroquímica; Técnico de 
processamento industrial (petroquímica); Técnico de processo petroquímico; Técnico de 
produção (gás combustível); Técnico de produção (petroquímica); Técnico de sistemas 
industriais (petroquímica); Técnico em refinação de petróleo; Técnico petroquímico.","Planejam, coordenam, orientam e supervisionam processos das etapas de produção de 
produtos de cerâmica e vidros. Definem matérias-primas para produção; planejam e 
realizam ensaios físico-químicos; desenvolvem produtos e programam produção. Con-
trolam e corrigem desvios nos processos manuais e automatizados; operam máquinas 
e equipamentos; desenvolvem melhorias no processo produtivo. Prestam assistência 
técnica; registram informações técnicas e administrativas e capacitam pessoas.","Essas ocupações exigem trabalhadores com formação técnica de nível médio nas áreas 
de cerâmica e/ou vidro. Podem exercer plenamente a profissão após atingirem de três 
a quatro anos de experiência na área. Trabalham em linhas de produção contínua, em 
células de produção e, também, em plantas industriais e laboratórios de análise e pes-
quisa de empresas e institutos."
"3113-05 Técnico em materiais, produtos cerâmicos e vidros - Técnico ceramis-
ta; Técnico em cerâmica; Técnico em vidros.","Projetam, planejam, supervisionam, controlam e executam processos de fabricação 
de produtos de plástico e de borracha. Acompanham sistemas de produção, projetam 
ferramentas e dispositivos. Realizam ensaios físico-químicos em laboratórios. Atendem 
clientes; orientam, apoiam e acompanham tecnicamente os fornecedores. Definem ma-
térias-primas, utilizam instrumentos de medição e recursos de informática. Interpretam 
normas e procedimentos integrados ao sistema de qualidade e gestão ambiental.","Essas ocupações são exercidas por trabalhadores com formação técnica de nível médio 
específico na área de borracha e/ou plástico. Esses trabalhadores são bastante requi-
sitados para auxiliar profissionais de nível superior, na criação e desenvolvimento de 
produtos e no dimensionamento das necessidades de instalação de plantas industriais. 
O desempenho como técnico titular ocorre normalmente entre três a quatro anos de 
experiência na área."
"3114-05 Técnico em borracha - Técnico de processos (borracha); Técnico em inje-
ção (borracha); Técnico em laboratório (borracha); Técnico químico em borracha.
3114-10 Técnico em plástico - Técnico de processos (plástico); Técnico em injeção 
(plástico); Técnico em laboratório (plástico); Técnico químico (plástico).","Auxiliam profissionais de nível superior na implementação de projetos, gestão am-
biental e coordenação de equipes de trabalho; operam máquinas, equipamentos e 
instrumentos. Coordenam processos de controle ambiental, utilidades, tratamento de 
efluentes e levantamentos meteorológicos. Realizam análises físico-químicas e micro-
biológicas dos efluentes. Monitoram a segurança no trabalho.","Essas ocupações requerem formação técnica de nível médio completa nas áreas do meio 
ambiente, saneamento e afins. O pleno exercício das atividades requer de um a dois anos 
de experiência. Geralmente, trabalham sob supervisão de profissionais de nível superior."
"3115-05 Técnico de controle de meio ambiente - Técnico de gestão do meio 
ambiente; Técnico de saneamento e controle ambiental.
3115-10 Técnico de meteorologia - Técnico hidrometrista.
3115-15 Técnico de utilidade (produção e distribuição de vapor, gases, óle-
os, combustíveis, energia) - Auxiliar técnico de centro de operação do sistema de 
energia; Auxiliar técnico de distribuição de energia; Auxiliar técnico de geração de ener-
gia; Laboratorista de água e controle ambiental; Técnico de abastecimento, captação e 
distribuição de água; Técnico de avaliação de capacidade de estação de tratamento e 
distribuição de água e esgoto; Técnico de central térmica.
3115-20 Técnico em tratamento de efluentes - Analista de estação de tratamen-
to de efluentes.","Administram e controlam atividades técnicas dos processos da cadeia de produção 
têxtil tais como beneficiamento, fiação, tecelagem e malharia, assegurando conformi-
dade a padrões de qualidade e gerenciando orçamento da produção. Participam de 
desenvolvimento de produtos e métodos de trabalho, bem como ministram cursos à 
equipe de trabalho sob sua liderança.","As ocupações são exercidas por trabalhadores com formação técnica de nível médio na 
área têxtil e afins, que qualifica o egresso a atuar no controle da qualidade e em todas 
as fases do processo industrial, desde a aquisição de matéria-prima até o produto final, 
em vistorias, avaliações técnicas dos produtos e laudos técnicos, dentro de seu campo 
profissional. O pleno exercício das atividades demanda pelo menos de um a dois anos 
na de experiência na área."
