titulo,descricao,ocupacao,tarefa
7170-05 Demolidor de edificações - Demolidor de casas; Demolidor de prédios.,"Coordenam, orientam e treinam equipes de trabalho de usinagem, conformação e tra- tamento de metais, nos métodos, processos produtivos e da qualidade. Organizam equi- pamentos utilizados nos processos de produção, estruturando arranjos físicos e células de trabalho. Monitoram processos de usinagem, conformação e tratamento dos metais. Garantem a programação da produção, dimensionando disponibilidade dos equipamen- tos e definindo pessoal em função do tipo, da especificação do serviço, das prioridades e da sequência da produção. Gerenciam recursos materiais, monitoram procedimentos e normas do sistema de qualidade da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho e elaboram documentação técnica.",717005,Manual
7170-10 Operador de martelete - Ajudante de marteleteiro; Marteleteiro; Martele- teiro - na construção civil.,"Coordenam, orientam e treinam equipes de trabalho de usinagem, conformação e tra- tamento de metais, nos métodos, processos produtivos e da qualidade. Organizam equi- pamentos utilizados nos processos de produção, estruturando arranjos físicos e células de trabalho. Monitoram processos de usinagem, conformação e tratamento dos metais. Garantem a programação da produção, dimensionando disponibilidade dos equipamen- tos e definindo pessoal em função do tipo, da especificação do serviço, das prioridades e da sequência da produção. Gerenciam recursos materiais, monitoram procedimentos e normas do sistema de qualidade da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho e elaboram documentação técnica.",717010,Manual
7170-15 Poceiro (edificações) - Cacimbeiro (poço); Cavador de poço; Cister- neiro; Poceiro.,"Coordenam, orientam e treinam equipes de trabalho de usinagem, conformação e tra- tamento de metais, nos métodos, processos produtivos e da qualidade. Organizam equi- pamentos utilizados nos processos de produção, estruturando arranjos físicos e células de trabalho. Monitoram processos de usinagem, conformação e tratamento dos metais. Garantem a programação da produção, dimensionando disponibilidade dos equipamen- tos e definindo pessoal em função do tipo, da especificação do serviço, das prioridades e da sequência da produção. Gerenciam recursos materiais, monitoram procedimentos e normas do sistema de qualidade da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho e elaboram documentação técnica.",717015,Manual
7170-20 Servente de obras - Ajudante de obras; Ajudante de saneamento; Auxiliar de  pedreiro; Meia-colher; Servente (construção civil); Servente de pedreiro.,"Coordenam, orientam e treinam equipes de trabalho de usinagem, conformação e tra- tamento de metais, nos métodos, processos produtivos e da qualidade. Organizam equi- pamentos utilizados nos processos de produção, estruturando arranjos físicos e células de trabalho. Monitoram processos de usinagem, conformação e tratamento dos metais. Garantem a programação da produção, dimensionando disponibilidade dos equipamen- tos e definindo pessoal em função do tipo, da especificação do serviço, das prioridades e da sequência da produção. Gerenciam recursos materiais, monitoram procedimentos e normas do sistema de qualidade da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho e elaboram documentação técnica.",717020,Manual
7170-25 Vibradorista - Operador de vibrador de concreto.,"Coordenam, orientam e treinam equipes de trabalho de usinagem, conformação e tra- tamento de metais, nos métodos, processos produtivos e da qualidade. Organizam equi- pamentos utilizados nos processos de produção, estruturando arranjos físicos e células de trabalho. Monitoram processos de usinagem, conformação e tratamento dos metais. Garantem a programação da produção, dimensionando disponibilidade dos equipamen- tos e definindo pessoal em função do tipo, da especificação do serviço, das prioridades e da sequência da produção. Gerenciam recursos materiais, monitoram procedimentos e normas do sistema de qualidade da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho e elaboram documentação técnica.",717025,Manual
7201-05 Mestre (afiador de ferramentas) - Mestre de afiação (ferramentas).,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720105,Manual
7201-10 Mestre de caldeiraria - Chefe de chaparia; Coordenador de caldeiraria; Mes- tre caldeireiro; Mestre de seção de caldeiraria; Mestre de seção de caldeiraria leve; Mestre  de seção de caldeiraria pesada.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720110,Manual
7201-15 Mestre de ferramentaria - Mestre de construção de ferramentas e dis- positivos; Mestre de construção de matrizes; Mestre de correção de ferramentas;  Mestre de ferramentas.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720115,Manual
7201-20 Mestre de forjaria - Mestre de seção de forjaria (fornos); Mestre ferreiro.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720120,Manual
7201-25 Mestre de fundição - Chefe de setor de fundição de metais; Encarregado de  seção de fundição; Encarregado de vazamento de fundição de ferro; Encarregado geral  de fundição; Mestre de forno fundição; Mestre de fundição de alumínio; Mestre de fun- dição de materiais; Mestre de lingotamento; Mestre de lingoteiras; Mestre de macharia;  Mestre de molde manual; Mestre de produção de fundição de alumínio; Mestre de seção  de fundição; Mestre fundidor a pressão.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720125,Manual
7201-30 Mestre de galvanoplastia - Chefe de setor de cromação; Mestre de anodiza- ção; Mestre de cromação e lapidação de anéis; Mestre de estanhamento; Mestre de galva- nização; Mestre de niquelagem; Mestre de pintura galvanoplástica; Mestre de polimento e  banho (metais); Mestre de zincagem; Mestre niquelador; Subchefe de galvanização.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720130,Manual
7201-35 Mestre de pintura (tratamento de superfícies) - Encarregado de pintura  (tratamento de superfícies); Mestre de inspeção de pinturas (tratamento de superfícies);  Supervisor de pintura (tratamento de superfícies).,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720135,Manual
7201-40 Mestre de soldagem - Encarregado de oxicorte; Encarregado de soldagem;  Mestre de solda e corte.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720140,Manual
7201-45 Mestre de trefilação de metais - Encarregado de montagem de tubos;  Mestre acabador de produtos extrusados; Mestre de trefilação (metal); Mestre mecânico  de extrusão de alumínio.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720145,Manual
7201-50 Mestre de usinagem - Encarregado de usinagem de metais; Mestre de ajus- tagem e usinagem; Mestre de seção de usinagem; Mestre de usinagem e montagem.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720150,Manual
7201-55 Mestre serralheiro - Mestre serralheiro de alumínio; Mestre serralheiro  de estamparia.,"Supervisionam equipes de trabalho na produção e montagem de equipamentos em in- dústrias da metalmecânica. Elaboram e seguem informações da documentação técnica tais como relatórios, cronogramas de produção, montagem de equipamentos e manuais de operação de equipamentos. Controlam recursos e processos da produção e adminis- tram resultados da produção. Desenvolvem novos fornecedores e equipes de trabalho. Prestam assessoria para o estabelecimento de políticas e metas da empresa. Coordenam ações voltadas para o meio ambiente e segurança do trabalho.",720155,Manual
7202-05 Mestre (construção naval) - Supervisor de construção naval.,"Constróem e desenvolvem ferramentas e dispositivos de usinagem, estampos de corte, dobra, repuxo e corte fino, moldes de sopro, de injeção e eletroerosão, modelos de mol- des metálicos para fundição; fazem controle dimensional de produtos e peças usinadas e planejam o processo de construção de produtos ou protótipos.",720205,Manual
7202-10 Mestre (indústria de automotores e material de transportes) -  Líder (indústria de automotores e de material de transporte); Mestre de linha de  montagem (indústria automobilística); Supervisor (indústria de automotores e de  material de transporte).,"Constróem e desenvolvem ferramentas e dispositivos de usinagem, estampos de corte, dobra, repuxo e corte fino, moldes de sopro, de injeção e eletroerosão, modelos de mol- des metálicos para fundição; fazem controle dimensional de produtos e peças usinadas e planejam o processo de construção de produtos ou protótipos.",720210,R. Manual
7202-15 Mestre (indústria de máquinas e outros equipamentos mecâni- cos) - Chefe de produção (indústria de máquinas e outros equipamentos mecâni- cos); Contramestre de indústrias de máquinas; Contramestre (indústria de máquinas  e outros equipamentos mecânicos); Mestre de produção (indústria de máquinas e  outros equipamentos mecânicos).,"Constróem e desenvolvem ferramentas e dispositivos de usinagem, estampos de corte, dobra, repuxo e corte fino, moldes de sopro, de injeção e eletroerosão, modelos de mol- des metálicos para fundição; fazem controle dimensional de produtos e peças usinadas e planejam o processo de construção de produtos ou protótipos.",720215,Manual
7202-20 Mestre de construção de fornos - Líder (construção de fornos); Supervi- sor de construção de fornos.,"Constróem e desenvolvem ferramentas e dispositivos de usinagem, estampos de corte, dobra, repuxo e corte fino, moldes de sopro, de injeção e eletroerosão, modelos de mol- des metálicos para fundição; fazem controle dimensional de produtos e peças usinadas e planejam o processo de construção de produtos ou protótipos.",720220,Manual
7211-05 Ferramenteiro - Ferramenteiro de bancada; Ferramenteiro de coquilhas; Fer- ramenteiro de injeção termofixo; Ferramenteiro de injeção termoplástico; Ferramenteiro  de injeção zamak e alumínio; Ferramenteiro de manutenção; Ferramenteiro de matrizes  e estampos; Ferramenteiro de molde para borracha; Ferramenteiro de moldes plásticos  (sopro); Líder de ferramentaria; Matrizeiro.,"Preparam, regulam e operam máquinas-ferramenta que usinam peças de metal e com- pósitos e controlam os parâmetros e a qualidade das peças usinadas, aplicando proce- dimentos de segurança às tarefas realizadas. Planejam sequências de operações, exe- cutam cálculos técnicos; podem implementar ações de preservação do meio ambiente. Dependendo da divisão do trabalho na empresa, podem apenas preparar ou operar as máquinas-ferramenta.",721105,Manual
"7211-10 Ferramenteiro de mandris, calibradores e outros dispositivos","Preparam, regulam e operam máquinas-ferramenta que usinam peças de metal e com- pósitos e controlam os parâmetros e a qualidade das peças usinadas, aplicando proce- dimentos de segurança às tarefas realizadas. Planejam sequências de operações, exe- cutam cálculos técnicos; podem implementar ações de preservação do meio ambiente. Dependendo da divisão do trabalho na empresa, podem apenas preparar ou operar as máquinas-ferramenta.",721110,Manual
7211-15 Modelador de metais (fundição) - Modelador de ferramentaria.,"Preparam, regulam e operam máquinas-ferramenta que usinam peças de metal e com- pósitos e controlam os parâmetros e a qualidade das peças usinadas, aplicando proce- dimentos de segurança às tarefas realizadas. Planejam sequências de operações, exe- cutam cálculos técnicos; podem implementar ações de preservação do meio ambiente. Dependendo da divisão do trabalho na empresa, podem apenas preparar ou operar as máquinas-ferramenta.",721115,Manual
7212-05 Operador de máquina de eletroerosão - Operador de eletroerosão a fio;  Operador de eletroerosão por penetração.,"Planejam o trabalho de polimento de superfícies metálicas e de afiação de ferramentas. Fazem polimento e afiação utilizando processos manuais, semiautomáticos e automáti- cos, controlando a qualidade do serviço e aplicando normas de segurança.",721205,Manual
7212-10 Operador de máquinas operatrizes - Broqueador de cilindros; Brunidor de  cilindros; Foscador de cilindros (laminação); Torneiro repuxador.,"Planejam o trabalho de polimento de superfícies metálicas e de afiação de ferramentas. Fazem polimento e afiação utilizando processos manuais, semiautomáticos e automáti- cos, controlando a qualidade do serviço e aplicando normas de segurança.",721210,Manual
7212-15 Operador de máquinas-ferramenta convencionais - Auxiliar de tor- neiro mecânico; Fresador (fresadora universal); Mandrilador; Operador de furadeiras;  Plainador de metais (plaina limadora); Torneiro ajustador; Torneiro ferramenteiro; Tor- neiro mecânico.,"Planejam o trabalho de polimento de superfícies metálicas e de afiação de ferramentas. Fazem polimento e afiação utilizando processos manuais, semiautomáticos e automáti- cos, controlando a qualidade do serviço e aplicando normas de segurança.",721215,Manual
"7212-20 Operador de usinagem convencional por abrasão - Retificador de fiei- ras; Retificador, em geral; Retificador (retificadora cilíndrica externa e interna); Retificador  (retificadora de árvore de manivelas); Retificador (retificadora plana).","Planejam o trabalho de polimento de superfícies metálicas e de afiação de ferramentas. Fazem polimento e afiação utilizando processos manuais, semiautomáticos e automáti- cos, controlando a qualidade do serviço e aplicando normas de segurança.",721220,Manual
7212-25 Preparador de máquinas-ferramenta - Preparador de ferramentas para  máquinas-ferramenta; Preparador de fresadora copiadora; Preparador de fresadora de  engrenagens; Preparador de furadeira; Preparador de máquina de tarraxar; Preparador  de máquina de transferência; Preparador de prensa mecânica de metais; Preparador de  retificadora sem centro; Preparador de torno automático; Preparador de torno copiador;  Preparador de torno revólver.,"Planejam o trabalho de polimento de superfícies metálicas e de afiação de ferramentas. Fazem polimento e afiação utilizando processos manuais, semiautomáticos e automáti- cos, controlando a qualidade do serviço e aplicando normas de segurança.",721225,Manual
7213-05 Afiador de cardas - Amolador de cardas; Amolador de guarnição - na fabri- cação têxtil.,"Usinam peças de metais ferrosos e não-ferrosos. Resinas e plásticos em máquinas cnc; preparam e ajustam máquinas de usinagem cnc. Ajustam ferramentas, realizam testes e controle de ferramentas. Documentam atividades tais como preenchimento de fichas de controle de produção, resultados do controle estatístico do processo, referências das pe- ças, atualização dos leiautes de ferramentas e ocorrências de manutenção das máquinas. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental. Podem programar máquinas de usinagem cnc.",721305,Manual
7213-10 Afiador de cutelaria - Afiador ambulante; Afiador de facas; Afiador de facas  ( inclusive ambulante); Afiador de tesouras (inclusive ambulante); Amolador ambulante;  Amolador de cutelaria; Amolador de facas; Amolador de tesouras (inclusive ambulante);  Cuteleiro (na fabricação).,"Usinam peças de metais ferrosos e não-ferrosos. Resinas e plásticos em máquinas cnc; preparam e ajustam máquinas de usinagem cnc. Ajustam ferramentas, realizam testes e controle de ferramentas. Documentam atividades tais como preenchimento de fichas de controle de produção, resultados do controle estatístico do processo, referências das pe- ças, atualização dos leiautes de ferramentas e ocorrências de manutenção das máquinas. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental. Podem programar máquinas de usinagem cnc.",721310,Manual
"7213-15 Afiador de ferramentas - Afiador - na fabricação; Afiador, à máquina;  Afiador de brocas e coroas; Afiador de talhadeira; Afiador manual; Ajudante de afiador;  Amolador - na fabricação; Amolador de cilindros; Amolador de ferramentas; Amolador de  talhadeira; Auxiliar de afiador de ferramentas; Mecânico afiador.","Usinam peças de metais ferrosos e não-ferrosos. Resinas e plásticos em máquinas cnc; preparam e ajustam máquinas de usinagem cnc. Ajustam ferramentas, realizam testes e controle de ferramentas. Documentam atividades tais como preenchimento de fichas de controle de produção, resultados do controle estatístico do processo, referências das pe- ças, atualização dos leiautes de ferramentas e ocorrências de manutenção das máquinas. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental. Podem programar máquinas de usinagem cnc.",721315,Manual
7213-20 Afiador de serras - Afiador de lâminas; Afiador e laminador de serras; Aju- dante de afiação de serras; Amolador de serras.,"Usinam peças de metais ferrosos e não-ferrosos. Resinas e plásticos em máquinas cnc; preparam e ajustam máquinas de usinagem cnc. Ajustam ferramentas, realizam testes e controle de ferramentas. Documentam atividades tais como preenchimento de fichas de controle de produção, resultados do controle estatístico do processo, referências das pe- ças, atualização dos leiautes de ferramentas e ocorrências de manutenção das máquinas. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental. Podem programar máquinas de usinagem cnc.",721320,Manual
7213-25 Polidor de metais - Acepilhador de metais; Ajudante de polimento; Alisador  de metal; Despolidor; Escovador de fundição; Lixador de móveis metálicos; Lixador de  peças de metal; Operador de eletropolimento; Polidor de ferramentas; Polidor de fieiras;  Polidor de matrizes; Polidor de metais à mão; Polidor de rodas dentadas à máquina.,"Usinam peças de metais ferrosos e não-ferrosos. Resinas e plásticos em máquinas cnc; preparam e ajustam máquinas de usinagem cnc. Ajustam ferramentas, realizam testes e controle de ferramentas. Documentam atividades tais como preenchimento de fichas de controle de produção, resultados do controle estatístico do processo, referências das pe- ças, atualização dos leiautes de ferramentas e ocorrências de manutenção das máquinas. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental. Podem programar máquinas de usinagem cnc.",721325,Manual
7214-05 Operador de centro de usinagem com comando numérico,"Preparam matrizes e a linha de produção para forjar peças metálicas, calibram peças forjadas a frio. Podem reparar peças forjadas.",721405,R. Manual
7214-10 Operador de fresadora com comando numérico - Fresador CNC.,"Preparam matrizes e a linha de produção para forjar peças metálicas, calibram peças forjadas a frio. Podem reparar peças forjadas.",721410,R. Manual
7214-15 Operador de mandriladora com comando numérico - Mandrilador cnc.,"Preparam matrizes e a linha de produção para forjar peças metálicas, calibram peças forjadas a frio. Podem reparar peças forjadas.",721415,R. Manual
"7214-20 Operador de máquina eletroerosão, a fio, com comando numérico","Preparam matrizes e a linha de produção para forjar peças metálicas, calibram peças forjadas a frio. Podem reparar peças forjadas.",721420,R. Manual
7214-25 Operador de retificadora com comando numérico - Retificador cnc.,"Preparam matrizes e a linha de produção para forjar peças metálicas, calibram peças forjadas a frio. Podem reparar peças forjadas.",721425,R. Manual
7214-30 Operador de torno com comando numérico - Torneiro cnc.,"Preparam matrizes e a linha de produção para forjar peças metálicas, calibram peças forjadas a frio. Podem reparar peças forjadas.",721430,R. Manual
7221-05 Forjador - Aguilhoeiro; Ajudante de ferreiro; Ajudante de forjador; Contra- mestre ferreiro; Craveiro (forjaria); Ferreiro; Ferreiro de molas; Forjador à mão (molas he- licoidais); Forjador de molas; Forjador de talhadeira; Forjador manual; Operador de forja;  Preparador de máquinas de forjar.,Preparam panela de vazamento de metal líquido; fundem metais; produzem lingotes de metal; efetuam o vazamento do metal líquido das panelas para os moldes. Pro- duzem peças por processo de centrifugação ou sob pressão e dão acabamento em peças fundidas.,722105,Manual
7221-10 Forjador a martelo - Forjador a martelete; Forjador a martelo de queda livre;  Forjador a martelo-pilão; Marteleiro à carga de fogo; Marteleiro de cutelaria; Marteleiro  (forjaria); Marteleiro (metalúrgica).,Preparam panela de vazamento de metal líquido; fundem metais; produzem lingotes de metal; efetuam o vazamento do metal líquido das panelas para os moldes. Pro- duzem peças por processo de centrifugação ou sob pressão e dão acabamento em peças fundidas.,722110,Manual
7221-15 Forjador prensista - Operador de prensa (ferramentaria).,Preparam panela de vazamento de metal líquido; fundem metais; produzem lingotes de metal; efetuam o vazamento do metal líquido das panelas para os moldes. Pro- duzem peças por processo de centrifugação ou sob pressão e dão acabamento em peças fundidas.,722115,Manual
7222-05 Fundidor de metais - Ajudante de fundidor; Fundidor de ligas metálicas; Fundi- dor de placas; Fundidor moldador de metais; Operador de máquina de moldar lingoteira.,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722205,R. Manual
7222-10 Lingotador - Ajudante de lingotamento; Operador de carro de lingotes; Ope- rador de lingoteira contínua; Operador de mesa de recebimento de lingotes.,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722210,R. Manual
7222-15 Operador de acabamento de peças fundidas - Ajudante de acabamento  de fundição.,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722215,R. Manual
7222-20 Operador de máquina centrifugadora de fundição - Maquinista de fun- dição (centrífuga).,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722220,R. Manual
7222-25 Operador de máquina de fundir sob pressão - Fundidor a pressão; Fun- didor de máquina de pressão.,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722225,R. Manual
7222-30 Operador de vazamento (lingotamento) - Operador de lingotamento;  Vazador de metais.,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722230,R. Manual
7222-35 Preparador de panelas (lingotamento) - Ajudante de preparador de lin- gotamento; Operador de lingoteiras.,"Preparam a areia para moldagem e macharia. Confeccionam machos e moldes em pro- cessos mecanizado e manual. Confeccionam, à mão e à máquina, moldes de areia para moldagem de metais e machos para fundição de peças ocas. Operam equipamentos de preparação da areia.",722235,R. Manual
"7223-05 Macheiro, à mão - Acabador de macho - na fundição; Ajudante de macheiro;  Moldador de machos (manual); Moldador macheiro (manual).","Abastecem máquinas e operam equipamentos para trefilar metais, extrudar perfis e produzir cabos metálicos, realizam tratamento térmico e dão acabamento em produtos. Monitoram os processos cumprindo normas e procedimentos técnicos de qualidade, se- gurança, meio ambiente e saúde.",722305,Manual
"7223-10 Macheiro, à máquina - Operador de máquina de fabricar machos (ar compri- mido); Operador de máquina de machos; Tirador de machos - na fundição.","Abastecem máquinas e operam equipamentos para trefilar metais, extrudar perfis e produzir cabos metálicos, realizam tratamento térmico e dão acabamento em produtos. Monitoram os processos cumprindo normas e procedimentos técnicos de qualidade, se- gurança, meio ambiente e saúde.",722310,Manual
"7223-15 Moldador, à mão - Acabador de moldes (fundição); Desmoldador; Formista  manual; Moldador em areia.","Abastecem máquinas e operam equipamentos para trefilar metais, extrudar perfis e produzir cabos metálicos, realizam tratamento térmico e dão acabamento em produtos. Monitoram os processos cumprindo normas e procedimentos técnicos de qualidade, se- gurança, meio ambiente e saúde.",722315,Manual
"7223-20 Moldador, à máquina - Fechador de moldes - na fundição; Fixador de mol- des - na fundição; Moldador de bloco - na fundição; Moldador de fundição (metais);  Moldador de metal; Preparador de moldes de fundição, à máquina.","Abastecem máquinas e operam equipamentos para trefilar metais, extrudar perfis e produzir cabos metálicos, realizam tratamento térmico e dão acabamento em produtos. Monitoram os processos cumprindo normas e procedimentos técnicos de qualidade, se- gurança, meio ambiente e saúde.",722320,Manual
7223-25 Operador de equipamentos de preparação de areia - Auxiliar de pre- paração de areia; Desenformador - na fundição; Formista - na fundição; Misturador de  areias - em fundição; Operador de máquina de areia para fundição; Operador de mistu- rador de areia para fundição; Operador de prensa de areia para fundição; Operador de  secador de areia para fundição; Operador de sistema de areia para fundição; Peneireiro  - na fundição; Preparador de areia - em fundição; Secador de areia.,"Abastecem máquinas e operam equipamentos para trefilar metais, extrudar perfis e produzir cabos metálicos, realizam tratamento térmico e dão acabamento em produtos. Monitoram os processos cumprindo normas e procedimentos técnicos de qualidade, se- gurança, meio ambiente e saúde.",722325,Manual
7223-30 Operador de máquina de moldar automatizada,"Abastecem máquinas e operam equipamentos para trefilar metais, extrudar perfis e produzir cabos metálicos, realizam tratamento térmico e dão acabamento em produtos. Monitoram os processos cumprindo normas e procedimentos técnicos de qualidade, se- gurança, meio ambiente e saúde.",722330,Manual
7224-05 Cableador - Operador de máquina de cablear.,"Modificam as propriedades físicas de peças de metal por meio de aquecimento, resfria- mento e tratamento químico, para temperá-las, cementá-las e normalizá-las. Para tanto, preparam e operam fornos de tratamento térmico e periféricos, montam e desmontam cargas dos fornos, controlam as etapas do processo e monitoram os seus parâmetros, inspecionam as peças submetidas a tratamento térmico. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",722405,R. Manual
7224-10 Estirador de tubos de metal sem costura - Estirador de tubo de metal;  Operador de esticadeira (metal sem costura).,"Modificam as propriedades físicas de peças de metal por meio de aquecimento, resfria- mento e tratamento químico, para temperá-las, cementá-las e normalizá-las. Para tanto, preparam e operam fornos de tratamento térmico e periféricos, montam e desmontam cargas dos fornos, controlam as etapas do processo e monitoram os seus parâmetros, inspecionam as peças submetidas a tratamento térmico. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",722410,R. Manual
"7224-15 Trefilador de metais, à máquina - Alambrador - na fabricação de arame;  Aramador - na fabricação de arame; Operador de trefila; Separador de trefilados; Trefila- dor à máquina; Trefilador de barras de metal, à máquina.","Modificam as propriedades físicas de peças de metal por meio de aquecimento, resfria- mento e tratamento químico, para temperá-las, cementá-las e normalizá-las. Para tanto, preparam e operam fornos de tratamento térmico e periféricos, montam e desmontam cargas dos fornos, controlam as etapas do processo e monitoram os seus parâmetros, inspecionam as peças submetidas a tratamento térmico. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",722415,R. Manual
7231-05 Cementador de metais,"Tratam superfícies de peças metálicas e não-metálicas ou de material sintético por processos mecânicos, decapagem, pintura, fosfatização, galvanização por cromeação, niquelação, zincagem e outras, para proteger as peças contra corrosão ou para lhes dar acabamento técnico ou decorativo. Realizam manutenção de banhos de galvano- plastia e anodização. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",723105,R. Manual
